Date,Open,High,Low,Close,Volume,Change
2009-05-14,56816,57758,55560,56503,357302,-0.027018184322909478
2009-05-15,57915,57915,55874,56503,184077,0.0
2009-05-18,55403,57444,54148,56503,232199,0.0
2009-05-19,56816,58699,56188,58700,205771,0.038882891173920076
2009-05-20,59170,61995,58856,61839,419891,0.05347529812606466
2009-05-21,60740,62152,59798,61682,195184,-0.0025388508869806925
2009-05-22,60269,63565,59955,60897,228014,-0.012726565286469316
2009-05-25,59955,61368,54462,60427,233427,-0.007717949981115635
2009-05-26,61054,61054,58228,58700,181343,-0.028579939431049084
2009-05-27,59013,59484,54932,56346,424043,-0.04010221465076658
2009-05-28,56345,59013,55874,59014,195848,0.04735029993255946
2009-05-29,58699,62466,56816,62467,265409,0.058511539634662935
2009-06-01,62152,64193,60740,62781,318656,0.005026654073350789
2009-06-02,62309,62780,59013,60427,321421,-0.03749542058903166
2009-06-03,60426,60426,57601,57915,255343,-0.04157082099061682
2009-06-04,57915,58071,55560,56503,211809,-0.024380557713891027
2009-06-05,56659,56973,54933,56973,492685,0.008318142399518669
2009-06-08,56502,57444,55403,56503,173458,-0.008249521703262985
2009-06-09,56816,57915,54619,55090,312900,-0.02500752172451015
2009-06-10,54932,57130,54619,56817,207307,0.03134870212379748
2009-06-11,56659,59484,55874,59014,328383,0.038668004294489355
2009-06-12,58386,58699,56973,57601,192564,-0.023943471040769992
2009-06-15,57130,57915,55560,56973,184966,-0.010902588496727539
2009-06-16,56188,58856,55560,58386,184638,0.024801221631298942
2009-06-17,57915,58228,56816,57444,165145,-0.016134004727160645
2009-06-18,57601,57601,54305,54462,320203,-0.0519114267808648
2009-06-19,55089,55403,54148,54933,183397,0.00864823179464591
2009-06-22,54932,56659,54932,55561,167634,0.011432108204540103
2009-06-23,53991,54305,52264,53678,221130,-0.033890678713486055
2009-06-24,53677,54148,52421,52422,138195,-0.023398785349677653
2009-06-25,53363,55560,52892,54462,206178,0.038914959368204105
2009-06-26,54619,55089,53991,54776,217326,0.005765487863097274
2009-06-29,54933,56031,54148,54776,211540,0.0
2009-06-30,55089,56345,54932,55404,258203,0.011464875127793261
2009-07-01,54933,57287,54933,56660,177804,0.02266984333261135
2009-07-02,58071,59170,57287,57287,293157,0.011066007765619501
2009-07-03,57130,59955,56816,59956,315788,0.04658997678356336
2009-07-06,59641,60112,58699,59485,150254,-0.00785576089132034
2009-07-07,58699,60112,58228,58543,134565,-0.01583592502311504
2009-07-08,58071,59013,57130,58229,103030,-0.005363578907811362
2009-07-09,57601,58542,56502,56660,289288,-0.026945336516168927
2009-07-10,56973,57287,54776,56660,180687,0.0
2009-07-13,57130,57287,54305,55718,133659,-0.016625485351217772
2009-07-14,55717,56659,54462,54462,157294,-0.022542086937793915
2009-07-15,55717,56816,55246,56346,158604,0.0345929271785832
2009-07-16,57130,57130,54932,55404,109541,-0.016718134383984617
2009-07-17,55717,57130,55717,56189,124010,0.014168652082882094
2009-07-20,56816,59798,56659,59485,247503,0.05865916816458738
2009-07-21,59955,60897,59327,59799,213890,0.0052786416743717535
2009-07-22,59798,60426,58699,59956,168994,0.0026254619642469557
2009-07-23,60269,60269,57915,59328,240353,-0.010474347855093713
2009-07-24,59484,59955,58228,58543,152918,-0.013231526429342
2009-07-27,59484,61211,58699,61054,284500,0.04289154980100096
2009-07-28,61838,61838,58699,59171,269064,-0.030841550103187343
2009-07-29,58699,59170,57444,57915,184009,-0.021226614388805354
2009-07-30,58071,58386,55874,56189,263785,-0.029802296468963152
2009-07-31,56659,56816,55246,56032,411815,-0.0027941412020145995
2009-08-03,56502,57444,56031,57130,343637,0.01959594517418628
2009-08-04,57130,57915,56031,57601,301028,0.008244354979870527
2009-08-05,57444,57758,56031,56503,252152,-0.019062169059564926
2009-08-06,55874,56345,54462,55090,469557,-0.02500752172451015
2009-08-07,54305,55089,52735,52736,764779,-0.042730078054093346
2009-08-10,52892,53206,51480,51480,708841,-0.02381674757281549
2009-08-11,51637,54305,51637,53834,513759,0.045726495726495786
2009-08-12,53834,53834,52578,52893,226778,-0.017479659694616734
2009-08-13,53363,53991,52107,52108,388989,-0.014841283345622291
2009-08-14,52892,53834,51950,53521,445085,0.02711675750364617
2009-08-17,53363,53520,50852,50852,340812,-0.04986827600381161
2009-08-18,50852,53206,50852,52108,445420,0.0246991268779988
2009-08-19,52735,53834,52264,53521,390826,0.02711675750364617
2009-08-20,53363,53363,51009,51637,477740,-0.03520113600269048
2009-08-21,51794,52421,49596,52108,682094,0.009121366462033098
2009-08-24,53049,53991,52107,52422,342655,0.006025946111921421
2009-08-25,51950,53991,51950,53521,432888,0.020964480561596277
2009-08-26,53991,54305,53206,53991,334826,0.008781599745894209
2009-08-27,54932,55717,54619,54933,476276,0.017447352336500632
2009-08-28,55717,55874,54305,54619,250618,-0.005716054102270052
